path,bytes,sha256,extension,license_status,license_evidence,technical_status,width,height
itch/loose/diag_3.png,6231,d3abfb9f6b7c335cedb23c6795fa8099fbb3e96e4eca156d652ee878175b26a4,png,covered_by_folder_license,itch/loose/license.txt,ok_png,234,432
itch/loose/diagfull_3.png,10461,12f4d1ba7c82a35cf8f0ea4c8a753655f10b1e35959daf6ac7eae0e170cd5634,png,covered_by_folder_license,itch/loose/license.txt,ok_png,468,432
itch/loose/dice_sheet_fc_3.png,5116,1ddb3697f3f9047f4d12214efc0ae6a87c9bf12b4355a253eee2497e5aa67e3f,png,covered_by_folder_license,itch/loose/license.txt,ok_png,288,192
itch/loose/dotd_skeletonsheet_3.png,44321,5e05885a3844c9b6dccbab186c2bc858aabb465d7b17def349b067c129c66dff,png,covered_by_folder_license,itch/loose/license.txt,ok_png,936,864
itch/loose/dragon_big_green_3x.png,30279,37b1001b21c4adb8ba828bc7b28772ed74843266f415c9fbac35d16aa890fc9a,png,covered_by_folder_license,itch/loose/license.txt,ok_png,963,1104
itch/loose/dragon_big_red_3x.png,30109,d7ee30f64407a3a8ff06a318ad16f7a303f537cfef0c49082e9f7b61c9691c68,png,covered_by_folder_license,itch/loose/license.txt,ok_png,963,1104
itch/loose/dragon_world_flying_green_3x.png,7880,9f519abba8da8ed30022aebb0520496b7c8e44d9cb642506986bf86cf5e20efc,png,covered_by_folder_license,itch/loose/license.txt,ok_png,432,384
itch/loose/dragon_world_flying_green_shadow_3x.png,9351,60e693d81da036b11122ba163de2dbc4ea3a7c11246042f0e94ac0c1d4da340f,png,covered_by_folder_license,itch/loose/license.txt,ok_png,432,576
itch/loose/dragon_world_flying_red_3x.png,7044,03d8e8f05a0f75fa9f56641f7096bf91902a9d70061244a34725aa3094f22001,png,covered_by_folder_license,itch/loose/license.txt,ok_png,432,384
itch/loose/dragon_world_flying_red_shadow_3x.png,8498,8ae07f2b3bde9faf9d39a91d99fb398a28d7fabec6c3668ab7be305b9e73ebe4,png,covered_by_folder_license,itch/loose/license.txt,ok_png,432,576
itch/loose/dragon_world_grounded_green_3x.png,5890,f0a8c5e66cd69b80f18edbcb80ae55e5684dbb5cc3eb41f5322876d1e041cfb5,png,covered_by_folder_license,itch/loose/license.txt,ok_png,432,384
itch/loose/dragon_world_grounded_red_3x.png,5372,d6c2e88a8f9d1345275fc72561310bd7067ca515def04f59a405f90a1c077fe4,png,covered_by_folder_license,itch/loose/license.txt,ok_png,432,384
itch/loose/dragonegg_sheet_3.png,14324,eeb0feacd6f963ba88e36716bd059166f638f489125664a51cd62268f88ec52a,png,covered_by_folder_license,itch/loose/license.txt,ok_png,936,864
itch/loose/dragoonsA_3.png,31993,f7af1b155aa5744fdc2fdd802db4766c1e7eb35557d181b8cbea78e550256d86,png,covered_by_folder_license,itch/loose/license.txt,ok_png,936,864
itch/loose/dragoonsB_3.png,33574,1bc31fcf1a043b9002489c7d63990eb293cad0c04c6f7b497bab4e1093b2559d,png,covered_by_folder_license,itch/loose/license.txt,ok_png,936,864
itch/loose/dryad_green_3.png,7885,2e81aea787603e654603d96811292378e952d6dfc175d33a4fee11ed9746cc6b,png,covered_by_folder_license,itch/loose/license.txt,ok_png,234,432
itch/loose/dryad_skin_3.png,7934,65f8b51edc3e3dc9df51d038243e3d3d0eb98f20b45ffd8f9abdca23c48a2d24,png,covered_by_folder_license,itch/loose/license.txt,ok_png,234,432
itch/loose/e_childrenA_3x.png,28570,91ba264721b957801e0f887bd9db25983b9c719db0ad8e23e722f8f1094d9c6b,png,covered_by_folder_license,itch/loose/license.txt,ok_png,576,768
itch/loose/e_childrenA_shadow_3x.png,29201,29d0c86d4330e995171bcfec862f69c6ea46e1ffc9fae5c07f52d9ffcfb25dbc,png,covered_by_folder_license,itch/loose/license.txt,ok_png,576,768
itch/loose/e_childrenB_3x.png,29188,5e7199deb0f63b665cde3ccd1e8efeab9f27565b74601a44faf4b22033400f15,png,covered_by_folder_license,itch/loose/license.txt,ok_png,576,768
itch/loose/e_childrenB_shadow_3x.png,29817,c295fc0cca3cd67a539789357096b624cdd5546a8273e684b8163a2d72deff33,png,covered_by_folder_license,itch/loose/license.txt,ok_png,576,768
itch/loose/elem_caveA_A5_3x.png,19382,8101bcbd9b2274b2e527de192a660d9dc8afbc631a812e02fead71681ce3f6c4,png,covered_by_folder_license,itch/loose/license.txt,ok_png,384,768
itch/loose/elem_caveB_A5_3x.png,21748,b5ac6b8120ae6e59b8a1f5da5203a4ff30ab4c6afd4e1b33036dfadbacc458ff,png,covered_by_folder_license,itch/loose/license.txt,ok_png,384,768
itch/loose/elem_caveC_A5_3x.png,21254,8fe0f70783a8d15e15d7b126a20100c23812fc6fe36d592191cca38188eb9d37,png,covered_by_folder_license,itch/loose/license.txt,ok_png,384,768
itch/loose/elements_childbase_3.png,3999,1f67c707499c13bd76fe13594ab9352f6b655877518c69840f54e630e324381c,png,covered_by_folder_license,itch/loose/license.txt,ok_png,144,384
itch/loose/elements_childbase_shadow_3.png,4106,2aa8285614d3aaa85013fe76213bd6b8bf7286e3cbcaa9713f6faa1827d3bf27,png,covered_by_folder_license,itch/loose/license.txt,ok_png,144,384
itch/loose/elements_chix_3.png,10214,c4e3911bc7fa29448f3a7c9e09bd06eccd7b57e08c67bf6b2af6010dc756ce36,png,covered_by_folder_license,itch/loose/license.txt,ok_png,576,768
itch/loose/elements_tree_3x.png,5251,f24081ec458d076afcf0efc4f9ded00322abd871b7f578597228c4345e8d3107,png,covered_by_folder_license,itch/loose/license.txt,ok_png,192,240
itch/loose/elf_sheet_1_3x.png,55147,d98ae5a7e3931baa35a506d6d3180fd5221a3179a8eb3fb58f7600cc8782b732,png,covered_by_folder_license,itch/loose/license.txt,ok_png,936,864
itch/loose/elf_sheet_2_3x.png,52958,24c6ebe76842b5d948338179e142b96e0f14ad357b53cc3cb1e4da1895349969,png,covered_by_folder_license,itch/loose/license.txt,ok_png,936,864
itch/loose/em_ores_banim_1_3x.png,15992,9012dbddc97670e0e0c769ec44aa6b5ad5545bf4412078b8511ab86a9374fb73,png,covered_by_folder_license,itch/loose/license.txt,ok_png,960,1920
itch/loose/em_ores_banim_2_3x.png,23895,2e9057c3b0a9210d2ac194de8d1f94b3741d7f4d6594bcb62d653a19f5cbdb01,png,covered_by_folder_license,itch/loose/license.txt,ok_png,960,1920
itch/loose/etch_impact_1.png,633,49469a22c8d1a85bc1fd2b2d58243136f16d6bd7035138c4dfd4f668cf81aa6b,png,covered_by_folder_license,itch/loose/license.txt,ok_png,245,30
itch/loose/etch_impact_RM_3.png,7069,39271ab682ebc6f71e5b9c4e808db62f7354deca92f9e4dba9f3707b149a82d7,png,covered_by_folder_license,itch/loose/license.txt,ok_png,960,960
itch/loose/fallpines_elements_3.png,11086,f874ac7570fd436609671bad97de884e98d6c7c78c0e8a762143c791b8c44578,png,covered_by_folder_license,itch/loose/license.txt,ok_png,528,240
itch/loose/fallpines_world_3.png,14387,6464af0e15e11002864696cd2c99920074cc6137d921ba514d05a65b818a7588,png,covered_by_folder_license,itch/loose/license.txt,ok_png,576,288
itch/loose/fatbase_3.png,6529,e2cb666bc7bfc63492efb46bcaf689516257b56c82862cbed1d4e206cb9cc51d,png,covered_by_folder_license,itch/loose/license.txt,ok_png,234,432
itch/loose/fatbasew_3.png,6487,0bfd6c2d3a7077c1259eb05ae9799d5dd679045048706a856fa53417e8cad11b,png,covered_by_folder_license,itch/loose/license.txt,ok_png,234,432
itch/loose/finaltoweralpha_B_3x.png,43588,0a2108d93e378304f53d11a6ac6ce1ac8c68b4a57d290463b61e6f155cbfd880,png,covered_by_folder_license,itch/loose/license.txt,ok_png,768,768
itch/loose/fishingpole_base_3x.png,19805,7923b4a28c7a536beea3ea654253e8603f9ca922cf9002ac7984108e230fcfea,png,covered_by_folder_license,itch/loose/license.txt,ok_png,1920,768
itch/loose/fishingpole_overlay_3x.png,10994,4ae907fe560022c0c4ad13b58eb75ea358b532b3699e99a1222d65bf2584ef83,png,covered_by_folder_license,itch/loose/license.txt,ok_png,1920,768
itch/loose/forestboysB_tfcolor_3x.png,26823,ee5b9e827fb2db0b60957b5b504ca18fdc15dfd207c52560f674b80105ab0419,png,covered_by_folder_license,itch/loose/license.txt,ok_png,576,768
itch/loose/fountain_animated3.png,6681,3ee1beb00b28c46e713e11f0933ead1660780e10a890612df0acbfbdc54deee3,png,covered_by_folder_license,itch/loose/license.txt,ok_png,576,192
itch/loose/fountaintiles3.png,9492,a99ab55935faca49c729ea6de56baf922108483348887b6c07d2f202a0d22521,png,covered_by_folder_license,itch/loose/license.txt,ok_png,672,336
