archive,archive_sha256,archive_bytes,scan_status,license_entry_count,license_entries,license_snippets,all_entry_count,error_tail
more assets to ingest/Screaming Brain/Planet Surface Skyboxes/Planet Surface Skyboxes - Cubemap.rar,e888a14a3df1b3897b899e90ffa01dfa021081e00e5c60be60118dd82e812e56,52618923,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur Marina Kittaka - marinakittaka.com Jeremy Dumont AstralCastoff - astralcastoff.itch.io CyberFoxar kit.fox - https://falsefox.dev Cody Sevier Neo Te Aika - neoteaika.com/ Alex Robinson Logan Dunlap iamsoydev Sarah Gray Just Matt Stray Molotov The Arcology Podcast",34,
more assets to ingest/Screaming Brain/Planet Surface Skyboxes/Planet Surface Skyboxes - Panorama.rar,c0bfd6b09ba417d840ee0e135205ff026febba568f9380c57d33ddcabaab06b8,56537050,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur Marina Kittaka - marinakittaka.com Jeremy Dumont AstralCastoff - astralcastoff.itch.io CyberFoxar kit.fox - https://falsefox.dev Cody Sevier Neo Te Aika - neoteaika.com/ Alex Robinson Logan Dunlap iamsoydev Sarah Gray Just Matt Stray Molotov The Arcology Podcast",34,
more assets to ingest/Screaming Brain/Portrait Frame Pack/Portrait Frame Pack - 128x128.rar,166f6f4146aa2de5030f6ebedc20a23b0ef285de9c3f2f7feea7c19ac00cdcde,2501759,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North",152,
more assets to ingest/Screaming Brain/Portrait Frame Pack/Portrait Frame Pack - 256x256.rar,bc9c2d5ac9c7b18de4ce698770080c562f79302895aa5dd74f5f48c4c418006f,9085324,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North",152,
more assets to ingest/Screaming Brain/Sandbox Style - Terrain Pack/Sandbox Style - Terrain Pack.rar,00751e743769b3d3ba8a863c6d4918a10fb52a6702ea8015f30a0166166fc2ce,598560,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- A Special thanks to all my Patrons: Dwayne Jarvis Peardox",97,
more assets to ingest/Screaming Brain/Sandbox Style - Terrain Pack/Sandbox Style Terrain - Brick Pack.rar,20c62563ca32c01a0cf716a345493f3857f6710be3400e1de89c5a9d87d72364,752007,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit.",10,
more assets to ingest/Screaming Brain/Sandbox Style - Terrain Pack/Sandbox Style Terrain Pack.rar,b82799daad5e37f1a2dfd4906447fbe6633246827eff295a80596567e72262d5,607253,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit.",16,
more assets to ingest/Screaming Brain/Seamless Abstract Pack/Seamless Abstract Pack - 128x128.rar,b17b7ad87d921264e5bd443e4fc1d365de0ac63394dca2efa02de40741178b5a,1151931,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- A Special thanks to all my Patrons: Dwayne Jarvis Peardox",52,
more assets to ingest/Screaming Brain/Seamless Abstract Pack/Seamless Abstract Pack - 256x256.rar,01f8836fed4674a2d28a630c5c7a2a0d9d584c426367f834613ce9517bad9a2e,3475283,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- A Special thanks to all my Patrons: Dwayne Jarvis Peardox",52,
more assets to ingest/Screaming Brain/Seamless Abstract Pack/Seamless Abstract Pack - 512x512.rar,1afc9e1fd7ec1a477d59a3a2f4d68974e36ced9d55c8c230937c66f051c9dede,10297516,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- A Special thanks to all my Patrons: Dwayne Jarvis Peardox",52,
more assets to ingest/Screaming Brain/Seamless Space Backgrounds/Seamless Space Backgrounds - Large.rar,f99b400316ca07e4ca31a6043c0d111e0eda4a9cbdaede8aad00b167dc856cd5,25908215,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox Caleb Ralph Heruca David Williams",34,
more assets to ingest/Screaming Brain/Seamless Space Backgrounds/Seamless Space Backgrounds - Small.rar,743fb3d75d2bc951165e757a382929a5d78810374dcb95f1ce0a64cbccb06b42,7850728,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams",34,
more assets to ingest/Screaming Brain/Simple Game Button Pack/Rectangular Game Buttons 192x48.rar,8765e06d45b36ba512eab61ada839c83bc7d8b1b3e33623c6ee81f35014b5f7a,661353,license_evidence_found,8,Rectangular\Blue\Credits 192x48.png | Rectangular\Gray\Credits 192x48.png | Rectangular\Green\Credits 192x48.png | Rectangular\Orange\Credits 192x48.png | Rectangular\Purple\Credits 192x48.png | Rectangular\Red\Credits 192x48.png | Rectangular\Yellow\Credits 192x48.png | License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit.",289,
more assets to ingest/Screaming Brain/Simple Game Button Pack/Rounded Game Buttons 192x48.rar,27880cfc9c4004cd8db23a1a2a56f8e838fed62d15f13405d2b90d7cd637559b,869588,license_evidence_found,8,Rounded\Blue\Credits 192x48.png | Rounded\Gray\Credits 192x48.png | Rounded\Green\Credits 192x48.png | Rounded\Orange\Credits 192x48.png | Rounded\Purple\Credits 192x48.png | Rounded\Red\Credits 192x48.png | Rounded\Yellow\Credits 192x48.png | License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit.",289,
more assets to ingest/Screaming Brain/Simple Interface Button Pack/Simple Interface Button Pack.rar,fd7cdf68ff07788801728546b24c634a9b8677931a35e0a94a3930bdd157f047,216514,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams",6,
more assets to ingest/Screaming Brain/Tiny Planet Pack/Tiny Planet Pack.rar,c08dd5182846de3a27a6b40e71473a419d239a4d912d21dc3fb82359ff47fcac,2010742,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ragnar Random warpdkirby The Augur n1ght4ngel19 Marina Kittaka",32,
more assets to ingest/Screaming Brain/Tiny Texture Pack 1/Tiny Texture Pack 1 - 128x128.zip,711c0d944ed70d07c88ebe60e5ca223ebd4a81951051f5719e1e5016efa6caf4,10376996,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox Caleb Ralph Heruca",127,
more assets to ingest/Screaming Brain/Tiny Texture Pack 1/Tiny Texture Pack 1 - 256x256.zip,93721ab46ea788949b82abddd0507404b1281ff6d3ac42cf3b5059d0407667a4,40769257,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox Caleb Ralph Heruca",127,
more assets to ingest/Screaming Brain/Tiny Texture Pack 1/Tiny Texture Pack 1 - 512x512.zip,887b72ed0c01504983bbb1f70c094bb9d35919279aa0c064be3585d43e9457e2,160636332,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox Caleb Ralph Heruca",127,
more assets to ingest/Screaming Brain/Tiny Texture Pack 2/Tiny Texture Pack 2 - 128x128.zip,036589d7d59f72445c0b0ac54403b9dad36f915cb7039576bbe78f98e772b8a6,5407247,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- A Special thanks to all my Patrons: Dwayne Jarvis Peardox",162,
more assets to ingest/Screaming Brain/Tiny Texture Pack 2/Tiny Texture Pack 2 - 256x256.zip,fe93ef136b327d22cd396a0109d4f78b083f9cc94dc095a43341dfd016a0999b,19331092,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- A Special thanks to all my Patrons: Dwayne Jarvis Peardox",162,
more assets to ingest/Screaming Brain/Tiny Texture Pack 2/Tiny Texture Pack 2 - 512x512.zip,71758ca0163960dd58051a2ae6d8b7929b27a313e7a99bd7782c9aa342a59389,76797283,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- A Special thanks to all my Patrons: Dwayne Jarvis Peardox",162,
more assets to ingest/Screaming Brain/Tiny Texture Pack 3/Tiny Texture Pack 3 - Large.rar,f61d963d2deb60d2d9015712058f8a75abe128c866940464f8d81ce3b2d51cd3,140699486,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers Uozumi Masumi warpdkirby",242,
more assets to ingest/Screaming Brain/Tiny Texture Pack 3/Tiny Texture Pack 3 - Medium.rar,15cf995bd2fcd22164d9fcc8d2a860d7276cf957bf9f13b15a8ce6a9e300a9cd,35186942,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers Uozumi Masumi warpdkirby",242,
more assets to ingest/Screaming Brain/Tiny Texture Pack 3/Tiny Texture Pack 3 - Small.rar,7da3db266ec7031fde3f388106dc6ae4b97ebefe9bc9b1b5a066cb75cfd21df5,9447727,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers Uozumi Masumi warpdkirby",242,
more assets to ingest/seveneves/100+ Cars & Vehicles Pixel Art Pack/100+ Cars & Vehicles Pixel Art Pack.zip,c51bfaba9e185ad3dcdcee7a0fe2e9a6b31c2134a1f82fdadbd1b4089125ff2d,912232,no_license_entry_found,0,,,125,
more assets to ingest/seveneves/100+ Character Head Sprites - Pixel Art Asset Pack/100+ Character Head Sprites - Pixel Art Asset Pack.zip,890709438d67d5731397a064e13ae49be25b6d889b400463e9d691d817c099bd,1127940,no_license_entry_found,0,,,216,
more assets to ingest/seveneves/170+ Block Textures - Pixel Art Asset Pack/170+ Block Textures - Pixel Art Asset Pack.zip,dcab0df712604aa521570c69f4542b3ccbff9939ef8efc3105d2b5eae4529f07,673048,no_license_entry_found,0,,,174,
more assets to ingest/seveneves/90+ Fishing Pixel Art Icons/90+ Fishing Pixel Art Icons.zip,5bf6daa1f7482ee3c6fdf23a07451252ba4fbb4b5095a660d55a86b988e053e7,94804,no_license_entry_found,0,,,91,
more assets to ingest/seveneves/Alchemy Cauldrons - Pixel Art Asset Pack/Alchemy Cauldrons - Pixel Art Asset Pack.zip,fe3e5092b2b7664ed328a393a1167386910bd9f90e313774af74b82f2bd32c8d,139106,no_license_entry_found,0,,,54,
more assets to ingest/seveneves/Dark RPG GUI Kit - Pixel Art Asset Pack/Dark RPG GUI Kit - Pixel Art Asset Pack.zip,c4fe646cab4efff46c63593ed1ba24b02eb6bad3b55b081f1d177b104f0352a1,256554,no_license_entry_found,0,,,44,
more assets to ingest/seveneves/Fantasy Structures & Props - Pixel Art Asset Pack/Fantasy Structures & Props - Pixel Art Asset Pack.zip,3bcd7adbf62e6fe78bb2ec2f10357bcd2d1f6f1cf5e58beff809b57230338e42,1435114,no_license_entry_found,0,,,57,
more assets to ingest/Shade/Assorted RPG Icons/16x16 Assorted RPG Icons.zip,5b2e700739eeb2636468e891b630064a2ada7cf450118b732a02936e94d60c13,260917,no_license_entry_found,0,,,9,
more assets to ingest/Shade/Character Generator/Character-Generator.zip,aef4f7ee88810872eaed41443f06e0aa6c7a6396ad2e865b3810c94265bd09e6,665636,no_license_entry_found,0,,,204,
more assets to ingest/Shade/Character Sprites/Puny-Characters.zip,861ad0bfcff9fcd8cb6bbc8d494783203ed148186c9252943f6841ea9f3eb66b,510693,no_license_entry_found,0,,,25,
more assets to ingest/Shade/Character Sprites/PunyMonsters.zip,20fd041baf8762b55a0d92c08300f8cea6e53453581186632eea3f0ac81d0d81,127360,no_license_entry_found,0,,,10,
more assets to ingest/Shade/Dungeon Tileset/PUNY_DUNGEON_v1.zip,22fd85633ccd3d92ff7f4f036cc3934841ef497637f34e22c90431d479fa7954,122471,no_license_entry_found,0,,,16,
more assets to ingest/Shade/Medieval Fantasy Adventurer Sprites/MedievalFantasyAdventurerSprites.zip,74041fa6864e4a8671a8a18325f6f7c27c89eb7b453056c3e11f876c34a6d816,205462,no_license_entry_found,0,,,52,
more assets to ingest/Shade/Philippine Mythological Creature Sprites/Philippine Mythological Creature Sprites.zip,f55b219b6145b94d4c09db7fdf0614a5896ec1cad20489ffeec5d5e5e2ae6a1b,431216,no_license_entry_found,0,,,75,
more assets to ingest/Shade/Puny World Tileset/PUNY_WORLD_v1.zip,218429e25d6d1420eb9c126d63dd3d2ca722cac2014ac9e70f39be6efceef1c5,112010,no_license_entry_found,0,,,8,
more assets to ingest/Shade/Weapon RPG Icons/16x16 Weapons RPG Icons.zip,19a35361c9dee07bd2dbef6fb018fdde62a6dde1f21d01c7f2ff27bc819e11c9,313313,no_license_entry_found,0,,,6,
more assets to ingest/Snowy Village/1. Snow floor tiles.zip,01d72d36b3d7a9494a4c8fdb4328e9dcadd4bf14c197169fa384cdc26998b1f2,2292702,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/10. Bridges and wooden walkways.zip,6e4d0b5f07bb55673ba8876307bf789c4d30d1364940a7fbbc0c7312096335ae,1833718,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/11. Village furniture and props.zip,5356df3d9917ff68b47400c1fd8b9f889194abb0578d8544df457a8096067fd9,1619932,no_license_entry_found,0,,,2,
"more assets to ingest/Snowy Village/12. Crates, barrels and storage.zip",3e7b7291aca3762bda58a008df0f1adba46f7942fbb920de77d5e295415ae7a8,2047311,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/13. Lanterns and warmlights.zip,b496171ee6cfd52798e8d7d97562cc23062b48901267446801743c9144b730ab,1552186,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/14. Market and outdoor props.zip,db40867562abac44f031be5beecd077d046d981ad10e2b4e39b5427ca565d2a2,1943950,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/15. winter decorations.zip,c0c94d07ab70dbe329cebb025488528e2c9e8bf60d4bf53e774b406ba3bd8a27,1886762,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/16. Interior cabin props.zip,8fd85d36b1c2c3740b862e3f1818238325a2c1b0a94d75f3d8449038a258b488,1931207,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/17 Snow effects and weather.zip,964f079715d30b9082df5c6ee3a5952ce654f7d810fce8975131b157468e2546,1979863,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/18. Winter food and drinks.zip,b5674bad0cdd09a7ae3281e19aceef371de658364e8f5d2da1d0f2712c1e1cc8,2231685,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/19. Signs and village boards.zip,dbd1cc73ea9822e9b922f801332c7af1b93b156604d891e7bc61fbf074ec7a85,1996238,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/2. Wall tiles and snowy edges.zip,2ac14060ba0b55360976efe1246995fdb82262f1b71acc2583373fd6fd56694d,1971353,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/20. Special tiles and magic ice.zip,c2fc289d3d9a087f9bc89c9a51ca5454c419d7cd20c89d18a711dab91e870a86,2530295,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/3. Snow paths and roads.zip,5ac465ee18dd5bfa997ced957ca7567ea8bbcef57498067d82a05dd4ed3e69ec,2304088,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/4. Cabins and house parts.zip,1277629931bacd16598fea512ffbc960d77d4dcb3751f30c3e693167c105450b,1961757,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/5. Doors and arches.zip,f1d68c527e5ddf169af4c83228e69ee1f4eb4912cc37257bdc3a8d44f523ea7c,2039105,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/6. Frozen trees and pines.zip,f6a607475d14bf763b817b21ae139b81209c7ac25b532215c42a3b94ae0acea4,1885314,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/7. Bushes and snow vegetation.zip,17555a269967a49804e63b6049b52415f22545014e91314250538a8596c5805f,1831682,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/8. Rocks and frozen cliffs.zip,229a8ccf7c70079ccdc0057a639cf0464417481b2c1831f3e66ca9100e02ef0c,2097179,no_license_entry_found,0,,,2,
more assets to ingest/Snowy Village/9. Ice and frozen water.zip,fe78bc40740196e22d1df52d40ed970a8f1f40d1da9ab14cc7c7520214e30c1a,1941162,no_license_entry_found,0,,,2,
more assets to ingest/Super Retro World/characters/character-pack-full_version.zip,f1cc2853099b164018c1390921467c1cb9830261fd0473d2c34c4fe13c62aab1,377519,license_evidence_found,1,LICENCE.txt,"LICENCE.txt: Are you using those assets ? Well, thank you ! Please mind the section below. ! You need to : - Credit the authors mention our social account (Twitter) : Gif (@gif_not_jif) Noiracide (@Noiracide) Romi (@DessRomaric) ✔️ You can : - Use the assets for non-commercial AND commercial project. - Adapt and/or modify the assets to match your project. ❌ You can NOT : - Distribute or sell those assets directly (even modified). - Claim the asset yours. - Use the assets for a NFT/metaverse/IA project. Depending of your project, we appreciate if you can encrypt your assets data when distributing on the internet (to prevent theft). The license is the same for each asset pack of the Super Retro World collection.",138,
more assets to ingest/Super Retro World/dungeon crawler pack/dungeon-pack-free_version.zip,1dac9c624af1502af63cee2372e900dc443e8f6f9907ca14bb41f5ed7e070cf8,14624525,license_evidence_found,2,LICENCE.txt | README.txt,"LICENCE.txt: Are you using those assets ? Well, thank you ! Please mind the section below. ! You need to : - Credit the authors mention our social account (Twitter) : Gif (@gif_not_jif) Noiracide (@Noiracide) Romi (@DessRomaric) ✔️ You can : - Use the assets for non-commercial AND commercial project. - Adapt and/or modify the assets to match your project. ❌ You can NOT : - Distribute or sell those assets directly (even modified). - Claim the asset yours. - Use the assets for a NFT/metaverse/IA project. Depending of your project, we appreciate if you can encrypt your assets data when distributing on the internet (to prevent theft). The license is the same for each asset pack of the Super Retro World collection. || README.txt: -------------------------------------------- v44 updating godot autotiles with more content -------------------------------------------- v43 add legacy tiles to the full version -------------------------------------------- v42 fix version indexes in the README -------------------------------------------- v41 fix version indexes in the README ------------------------------------------- v40 fix atlas censor ------------------------------------------- v39 add free content for rpgmaker users -------------------------------------------- v38 Add godot autotiles -------------------------------------------- v37 Add a golden spining coin -------------------------------------------- v36 Add a golden coin in the icons2 png file -------------------------------------------- v35 Add amethyst and orange and white gemstone variation in the icons2 png file -------------------------------------------- v34 Add emerald and sapphire variation in the icons2 png file -----------------------------------------",235,
more assets to ingest/Super Retro World/dungeon crawler pack/super_retro_crawler_dungeon_07.zip,4b60f91286584b408904c8b39d005c969a9152c0f6ffcc9c5a18d5b714e4eb60,62250,license_evidence_found,1,super_retro_crawler_dungeon_07\COMMERCIAL_LICENCE.txt,"super_retro_crawler_dungeon_07\COMMERCIAL_LICENCE.txt: Are you using those assets ? Well, thank you ! Please mind the section below. ! You need to : - Credit the authors mention our social account (Twitter) : Gif (@gif_not_jif) ✔️ You can : - Use the assets for non-commercial AND commercial project. - Adapt and/or modify the assets to match your project. ❌ You can NOT : - Distribute or sell those assets directly (even modified). - Claim the asset yours. - Use the assets for a NFT/metaverse/AI project. Depending of your project, we appreciate if you can encrypt your assets data when distributing on the internet (to prevent theft). The license is the same for each asset pack of the Super Retro collection.",11,
more assets to ingest/Super Retro World/exterior pack/exterior-pack-free_version.zip,89fca2d76b1429392ddd3844a9da02203a76e605da4cf7f379c3a2077b68a993,10878766,license_evidence_found,1,LICENCE.txt,"LICENCE.txt: Are you using those assets ? Well, thank you ! Please mind the section below. ! You need to : - Credit the authors mention our social account (Twitter) : Gif (@gif_not_jif) Noiracide (@Noiracide) Romi (@DessRomaric) ✔️ You can : - Use the assets for non-commercial AND commercial project. - Adapt and/or modify the assets to match your project. ❌ You can NOT : - Distribute or sell those assets directly (even modified). - Claim the asset yours. - Use the assets for a NFT/metaverse/IA project. Depending of your project, we appreciate if you can encrypt your assets data when distributing on the internet (to prevent theft). The license is the same for each asset pack of the Super Retro World collection.",163,
more assets to ingest/Super Retro World/farming pack/farming-pack-free_version.zip,0d25b506f7b58afb8351ae24e7a0838ea157eebc3194a145a6fe87a64b5c5166,11351417,license_evidence_found,2,LICENCE.txt | README.txt,"LICENCE.txt: Are you using those assets ? Well, thank you ! Please mind the section below. ! You need to : - Credit the authors mention our social account (Twitter) : Gif (@gif_not_jif) Noiracide (@Noiracide) Romi (@DessRomaric) ✔️ You can : - Use the assets for non-commercial AND commercial project. - Adapt and/or modify the assets to match your project. ❌ You can NOT : - Distribute or sell those assets directly (even modified). - Claim the asset yours. - Use the assets for a NFT/metaverse/IA project. Depending of your project, we appreciate if you can encrypt your assets data when distributing on the internet (to prevent theft). The license is the same for each asset pack of the Super Retro World collection. || README.txt: -------------------------------------------- v21 updating godot autotiles with more content -------------------------------------------- v20 add watered dirt autotile with rpgmaker and godot convention -------------------------------------------- v19 add leek -------------------------------------------- v18 add watered dirt autotile for rpg maker users -------------------------------------------- v17 add vine of grappes -------------------------------------------- v16 add berry -------------------------------------------- v15 add celery -------------------------------------------- v14 add cauliflower -------------------------------------------- v13 add broccoli -------------------------------------------- v12 add outdated frame for crops in farm_plants1.png file -------------------------------------------- v11 add lettuce -------------------------------------------- v10 add potato -------------------------------------------- v9 add onion -------------------------------------------- v8 ",212,
